,Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total
439,University of North Carolina at Chapel Hill,No,14596,5985,3331,75,92,14609,1100,8400,4200,550,1200,88,93,8.9,23,15893,83,University of North Carolina at Chapel Hill,North Carolina,NC,Public,4 Year,11190.0,8987,20177,35170,46360
440,University of North Carolina at Charlotte,No,5803,4441,1730,19,62,10099,3255,7248,3109,600,1900,79,91,16.8,7,6227,62,University of North Carolina at Charlotte,North Carolina,NC,Public,4 Year,11100.0,7044,18144,20478,31578
441,University of North Carolina at Greensboro,No,5191,4134,1500,15,44,7532,1847,8677,3505,600,1300,75,94,15.5,17,7392,53,University of North Carolina at Greensboro,North Carolina,NC,Public,4 Year,9038.0,7319,16357,22478,31516
442,University of North Carolina at Wilmington,No,6071,3856,1449,15,67,6635,1145,7558,3680,500,1500,82,85,19.1,15,6005,55,University of North Carolina at Wilmington,North Carolina,NC,Public,4 Year,10686.0,7000,17686,21065,31751
443,University of North Dakota,No,2777,2249,1652,20,54,8334,1435,5634,2703,450,1200,97,97,15.9,16,9424,49,University of North Dakota,North Dakota,ND,Public,4 Year,8974.0,8695,17669,20759,29733
444,University of North Florida,No,1800,1253,560,44,85,3876,3588,6634,4360,600,2604,82,85,17.8,14,6104,47,University of North Florida,Florida,FL,Public,4 Year,9976.0,6394,16370,20112,30088
445,University of North Texas,No,4418,2737,2049,23,51,14047,5134,4104,3579,450,1700,86,94,22.6,6,5657,35,University of North Texas,Texas,TX,Public,4 Year,9727.0,11250,20977,23700,33427
446,University of Northern Colorado,No,5530,4007,1697,12,37,8463,1498,7731,4128,540,2286,75,75,21.5,8,6309,40,University of Northern Colorado,Colorado,CO,Public,4 Year,11204.0,9786,20990,21474,32678
447,University of Northern Iowa,No,4144,3379,1853,18,52,10135,1448,6197,2930,595,2380,78,82,16.3,26,6333,77,University of Northern Iowa,Iowa,IA,Public,4 Year,8948.0,8938,17886,19480,28428
448,University of Notre Dame,Yes,7700,3700,1906,79,96,7671,30,16850,4400,600,1350,96,92,13.1,46,13936,97,University of Notre Dame,Indiana,IN,Private,4 Year,15410.0,53391,68801,53391,68801
449,University of Oklahoma,No,4743,3970,2233,32,63,13436,2582,5173,3526,765,3176,86,90,11.5,11,10244,44,University of Oklahoma,Oklahoma,OK,Public,4 Year,10994.0,11763,22757,27144,38138
450,University of Oregon,No,8631,6732,2546,25,61,11669,1605,10602,3660,570,1530,79,87,19.7,13,8020,54,University of Oregon,Oregon,OR,Public,4 Year,12963.0,11898,24861,35478,48441
451,University of Pennsylvania,Yes,12394,5232,2464,85,100,9205,531,17020,7270,500,1544,95,96,6.3,38,25765,93,University of Pennsylvania,Pennsylvania,PA,Private,4 Year,15616.0,55584,71200,55584,71200
452,University of Portland,Yes,1758,1485,419,27,58,2041,174,12040,4100,600,1100,92,96,13.2,17,9060,72,University of Portland,Oregon,OR,Private,4 Year,13450.0,45904,59354,45904,59354
453,University of Puget Sound,Yes,4044,2826,688,51,83,2738,138,16230,4500,630,1800,79,86,15.0,17,11217,63,University of Puget Sound,Washington,WA,Private,4 Year,12540.0,49776,62316,49776,62316
454,University of Rhode Island,No,9643,7751,1968,12,40,8894,2456,10330,5558,500,1250,84,89,16.6,7,9158,63,University of Rhode Island,Rhode Island,RI,Public,4 Year,12950.0,14138,27088,30862,43812
455,University of Richmond,Yes,5892,2718,756,46,72,2854,594,14500,3285,700,1125,75,89,11.7,32,11984,100,University of Richmond,Virginia,VA,Private,4 Year,12250.0,52610,64860,52610,64860
456,University of Rochester,Yes,8766,5498,1243,56,75,5071,438,17840,6582,500,882,93,99,5.9,23,26037,80,University of Rochester,New York,NY,Private,4 Year,15938.0,53926,69864,53926,69864
457,University of San Diego,Yes,3934,2735,886,40,70,3698,217,13600,5940,630,1820,93,96,15.6,13,10813,66,University of San Diego,California,CA,Private,4 Year,12980.0,49358,62338,49358,62338
458,University of San Francisco,Yes,2306,1721,538,23,48,4309,549,13226,6452,750,2450,86,86,13.6,8,10074,62,University of San Francisco,California,CA,Private,4 Year,14830.0,48066,62896,48066,62896
459,University of Scranton,Yes,4471,2942,910,29,60,3674,493,11584,5986,650,800,83,83,14.1,41,9131,92,University of Scranton,Pennsylvania,PA,Private,4 Year,15182.0,44532,59714,44532,59714
460,University of South Florida,No,7589,4676,1876,29,63,14770,10962,6760,3776,500,2180,84,89,17.0,7,11020,47,University of South Florida,Florida,FL,Public,4 Year,11610.0,6410,18020,17324,28934
461,University of Southern California,Yes,12229,8498,2477,45,71,13259,1429,17230,6482,600,2210,90,94,11.4,10,17007,68,University of Southern California,California,CA,Private,4 Year,15395.0,56225,71620,56225,71620
462,University of Southern Indiana,No,2379,2133,1292,8,25,4283,2973,4973,3192,500,1425,56,65,22.0,21,4078,38,University of Southern Indiana,Indiana,IN,Public,4 Year,8838.0,7970,16808,18626,27464
463,University of Southern Mississippi,No,2850,2044,1046,20,50,9260,1387,4652,2470,500,500,78,99,18.7,23,5917,45,University of Southern Mississippi,Mississippi,MS,Public,4 Year,9857.0,8734,18591,10734,20591
464,University of Texas at Arlington,No,3281,2559,1448,19,43,10975,8431,4422,2780,500,2850,73,73,21.0,4,4696,29,University of Texas at Arlington,Texas,TX,Public,4 Year,10302.0,10250,20552,25134,35436
465,University of Texas at Austin,No,14752,9572,5329,48,85,30017,5189,5130,3309,650,3140,91,99,19.7,11,7837,65,University of Texas at Austin,Texas,TX,Public,4 Year,10804.0,10606,21410,37480,48284
466,University of Texas at San Antonio,No,4217,3100,1686,17,46,9375,5457,4104,5376,452,1200,94,100,25.3,3,4329,50,University of Texas at San Antonio,Texas,TX,Public,4 Year,11578.0,9900,21478,24262,35840
467,University of the Arts,Yes,974,704,290,5,22,1145,39,12520,3860,1300,700,16,59,7.5,9,11641,57,University of the Arts,Pennsylvania,PA,Private,4 Year,16322.0,44780,61102,44780,61102
468,University of the Pacific,Yes,2459,1997,582,36,66,2664,299,16320,5326,646,1171,87,94,11.2,14,13706,65,University of the Pacific,California,CA,Private,4 Year,13650.0,48040,61690,48040,61690
469,University of Tulsa,Yes,1712,1557,696,41,68,2936,433,11750,4160,1200,2350,94,96,11.5,10,11743,47,University of Tulsa,Oklahoma,OK,Private,4 Year,11116.0,41509,52625,41509,52625
470,University of Utah,No,5095,4491,2400,27,53,13894,8374,6857,3975,858,3093,89,93,12.8,9,9275,37,University of Utah,Utah,UT,Public,4 Year,10262.0,9222,19484,29215,39477
471,University of Vermont,No,7663,6008,1735,18,51,7353,1674,15516,4928,500,990,87,90,9.9,10,12646,79,University of Vermont,Vermont,VT,Public,4 Year,12462.0,18276,30738,42516,54978
472,University of Virginia,No,15849,5384,2678,74,95,11278,114,12212,3792,500,1000,90,92,9.5,22,13597,95,University of Virginia,Virginia,VA,Public,4 Year,11590.0,17564,29154,48465,60055
473,University of Washington,No,12749,7025,3343,40,81,20356,4582,8199,4218,708,2172,96,94,9.0,10,16527,65,University of Washington,Washington,WA,Public,4 Year,12798.0,11517,24315,36898,49696
474,University of West Florida,No,1558,1254,472,20,57,3754,2477,6172,3994,541,1387,83,87,23.4,12,8488,53,University of West Florida,Florida,FL,Public,4 Year,9942.0,6360,16302,18628,28570
475,University of Wisconsin-Stout,No,2593,1966,1030,9,32,6038,579,6704,2592,376,1750,78,78,21.0,17,6254,65,University of Wisconsin-Stout,Wisconsin,WI,Public,4 Year,6924.0,9457,16381,17423,24347
476,University of Wisconsin-Superior,No,910,910,342,14,53,1434,417,7032,2780,550,1960,75,81,15.2,15,6490,36,University of Wisconsin-Superior,Wisconsin,WI,Public,4 Year,6792.0,8126,14918,15699,22491
477,University of Wisconsin-Whitewater,No,4400,3719,1472,12,38,7804,1552,6950,2500,300,1200,90,95,23.1,16,5559,67,University of Wisconsin-Whitewater,Wisconsin,WI,Public,4 Year,6786.0,7692,14478,16265,23051
478,University of Wyoming,No,2029,1516,1073,23,46,7535,1488,5988,3422,600,1500,91,94,15.1,13,8745,45,University of Wyoming,Wyoming,WY,Public,4 Year,10320.0,5400,15720,17490,27810
479,Upper Iowa University,Yes,663,452,192,10,35,1481,1160,8840,3060,500,1000,69,75,17.4,19,3733,78,Upper Iowa University,Iowa,IA,Private,4 Year,8454.0,30450,38904,30450,38904
480,Ursinus College,Yes,1399,1026,308,44,77,1131,17,14900,5160,500,800,82,85,11.6,40,12082,79,Ursinus College,Pennsylvania,PA,Private,4 Year,12750.0,52050,64800,52050,64800
481,Ursuline College,Yes,325,260,86,21,47,699,717,9600,4202,450,750,39,69,10.5,15,7164,68,Ursuline College,Ohio,OH,Private,4 Year,10776.0,32390,43166,32390,43166
482,Valley City State University,No,368,344,212,5,27,863,189,4286,2570,600,2000,39,41,14.9,25,4958,40,Valley City State University,North Dakota,ND,Public,4 Year,6446.0,7626,14072,17166,23612
483,Valparaiso University,Yes,2075,1727,520,49,81,2501,198,11800,3260,500,800,87,89,14.2,23,9681,95,Valparaiso University,Indiana,IN,Private,4 Year,11860.0,40260,52120,40260,52120
484,Vanderbilt University,Yes,7791,4690,1499,71,92,5500,90,17865,6525,630,952,93,98,5.8,26,23850,83,Vanderbilt University,Tennessee,TN,Private,4 Year,16234.0,49816,66050,49816,66050
485,Vassar College,Yes,3550,1877,653,53,87,2164,77,18920,5950,600,800,90,98,9.7,39,17089,90,Vassar College,New York,NY,Private,4 Year,13550.0,56960,70510,56960,70510
486,Villanova University,Yes,7759,5588,1477,30,68,6362,1292,15925,6507,400,300,89,90,13.4,24,10458,96,Villanova University,Pennsylvania,PA,Private,4 Year,14020.0,53308,67328,53308,67328
487,Virginia Commonwealth University,No,4963,3497,1567,18,45,10262,5065,10217,4182,500,3630,81,87,8.7,11,11183,45,Virginia Commonwealth University,Virginia,VA,Public,4 Year,10428.0,14490,24918,35138,45566
488,Virginia State University,No,2996,2440,704,2,30,3006,338,5587,4845,500,600,61,63,16.0,11,5733,31,Virginia State University,Virginia,VA,Public,4 Year,11208.0,9056,20264,19576,30784
489,Virginia Union University,Yes,1847,1610,453,19,59,1298,67,7384,3494,500,1763,51,67,13.7,8,6757,30,Virginia Union University,Virginia,VA,Private,4 Year,8598.0,17448,26046,17448,26046
490,Voorhees College,Yes,1465,1006,188,10,30,703,20,4450,2522,500,1200,43,43,22.9,3,5861,58,Voorhees College,South Carolina,SC,Private,4 Year,7346.0,12630,19976,12630,19976
491,Wabash College,Yes,800,623,256,41,76,801,5,12925,4195,500,635,78,85,9.9,55,14904,72,Wabash College,Indiana,IN,Private,4 Year,10050.0,43450,53500,43450,53500
492,Wagner College,Yes,1416,1015,417,10,44,1324,117,13500,5800,585,1700,67,78,13.2,23,9006,75,Wagner College,New York,NY,Private,4 Year,14124.0,47090,61214,47090,61214
493,Wake Forest University,Yes,5661,2392,903,75,88,3499,172,13850,4360,500,1250,95,97,4.3,37,41766,89,Wake Forest University,North Carolina,NC,Private,4 Year,16032.0,53322,69354,53322,69354
494,Walsh University,Yes,1092,890,477,27,92,847,497,8670,4180,500,1450,42,58,11.3,33,5738,68,Walsh University,Ohio,OH,Private,4 Year,10680.0,29980,40660,29980,40660
495,Warren Wilson College,Yes,440,311,112,25,49,466,7,10000,3052,400,1100,65,75,11.4,20,9430,63,Warren Wilson College,North Carolina,NC,Private,4 Year,10980.0,36280,47260,36280,47260
496,Wartburg College,Yes,1231,1074,345,34,66,1295,105,11600,3610,400,850,66,91,12.4,37,7735,67,Wartburg College,Iowa,IA,Private,4 Year,9996.0,41280,51276,41280,51276
497,Washington and Lee University,Yes,3315,1096,425,68,93,1584,3,13750,4619,680,1115,81,96,9.6,45,15736,90,Washington and Lee University,Virginia,VA,Private,4 Year,13925.0,52455,66380,52455,66380
498,Washington College,Yes,1209,942,214,31,60,822,46,15276,5318,500,300,79,86,11.2,37,10830,65,Washington College,Maryland,MD,Private,4 Year,12414.0,46978,59392,46978,59392
499,Washington State University,No,6540,5839,2440,31,70,14445,1344,8200,4210,800,2719,84,87,16.9,30,10912,56,Washington State University,Washington,WA,Public,4 Year,11398.0,11581,22979,26365,37763
500,Wayne State College,No,1373,1373,724,6,21,2754,474,2700,2660,540,1660,60,68,20.3,29,4550,52,Wayne State College,Nebraska,NE,Public,4 Year,7668.0,6989,14657,12299,19967
501,Webster University,Yes,665,462,226,17,44,1739,1550,9160,4340,500,500,68,68,20.6,14,6951,48,Webster University,Missouri,MO,Private,4 Year,11050.0,27900,38950,27900,38950
502,Wellesley College,Yes,2895,1249,579,80,96,2195,156,18345,5995,500,700,94,98,10.6,51,21409,91,Wellesley College,Massachusetts,MA,Private,4 Year,16468.0,53732,70200,53732,70200
503,Wells College,Yes,318,240,130,40,85,416,19,14900,5550,600,500,93,98,8.3,42,13935,69,Wells College,New York,NY,Private,4 Year,14100.0,40700,54800,40700,54800
504,Wentworth Institute of Technology,Yes,1480,1257,452,6,25,2961,572,9850,6050,850,920,10,68,15.4,8,17858,64,Wentworth Institute of Technology,Massachusetts,MA,Private,4 Year,14190.0,33950,48140,33950,48140
505,Wesley College,Yes,980,807,350,10,25,872,448,9890,4674,500,1350,52,57,14.4,15,6243,84,Wesley College,Delaware,DE,Private,4 Year,11717.0,26406,38123,26406,38123
506,Wesleyan University,Yes,4772,1973,712,60,86,2714,27,19130,5600,1400,1400,90,94,12.1,39,16262,92,Wesleyan University,Connecticut,CT,Private,4 Year,15060.0,54914,69974,54914,69974
507,West Virginia Wesleyan College,Yes,1566,1400,483,28,55,1509,170,14200,3775,450,1100,58,81,16.4,42,8080,67,West Virginia Wesleyan College,West Virginia,WV,Private,4 Year,8856.0,31640,40496,31640,40496
508,Western Carolina University,No,3224,2519,1057,11,31,5000,706,6390,2380,110,1622,67,78,14.6,9,6554,55,Western Carolina University,North Carolina,NC,Public,4 Year,9682.0,4220,13902,8220,17902
509,Western Michigan University,No,9167,7191,2738,24,53,15739,4278,6940,4100,500,1700,80,84,24.7,11,5983,55,Western Michigan University,Michigan,MI,Public,4 Year,10143.0,12483,22626,15373,25516
510,Western Washington University,No,5548,3563,1549,30,71,8909,506,8124,4144,639,2385,83,89,22.7,10,7203,61,Western Washington University,Washington,WA,Public,4 Year,11466.0,8132,19598,23544,35010
511,Westminster College,Yes,996,866,377,29,58,1411,72,12065,3615,430,685,62,78,12.5,41,8596,80,Westminster College,Utah,UT,Private,4 Year,9524.0,34300,43824,34300,43824
512,Westminster College,Yes,996,866,377,29,58,1411,72,12065,3615,430,685,62,78,12.5,41,8596,80,Westminster College,Pennsylvania,PA,Private,4 Year,11130.0,36806,47936,36806,47936
513,Westminster College,Yes,996,866,377,29,58,1411,72,12065,3615,430,685,62,78,12.5,41,8596,80,Westminster College,Missouri,MO,Private,4 Year,10140.0,27600,37740,27600,37740
514,Westmont College,No,950,713,351,42,72,1276,9,14320,5304,490,1410,77,77,14.9,17,8837,87,Westmont College,California,CA,Private,4 Year,14296.0,45304,59600,45304,59600
515,Whitman College,Yes,1861,998,359,45,77,1220,46,16670,4900,750,800,80,83,10.5,51,13198,72,Whitman College,Washington,WA,Private,4 Year,13174.0,51764,64938,51764,64938
516,Whittier College,Yes,1681,1069,344,35,63,1235,30,16249,5699,500,1998,84,92,13.6,29,11778,52,Whittier College,California,CA,Private,4 Year,14410.0,48086,62496,48086,62496
517,Widener University,Yes,2139,1492,502,24,64,2186,2171,12350,5370,500,1350,88,86,12.6,19,9603,63,Widener University,Pennsylvania,PA,Private,4 Year,14446.0,45948,60394,45948,60394
518,Wilkes University,Yes,1631,1431,434,15,36,1803,603,11150,5130,550,1260,78,92,13.3,24,8543,67,Wilkes University,Pennsylvania,PA,Private,4 Year,14682.0,36194,50876,36194,50876
519,Willamette University,Yes,1658,1327,395,49,80,1595,159,14800,4620,400,790,91,94,13.3,37,10779,68,Willamette University,Oregon,OR,Private,4 Year,12440.0,50074,62514,50074,62514
520,William Jewell College,Yes,663,547,315,32,67,1279,75,10060,2970,500,2600,74,80,11.2,19,7885,59,William Jewell College,Missouri,MO,Private,4 Year,9930.0,34400,44330,34400,44330
521,William Woods University,Yes,469,435,227,17,39,851,120,10535,4365,550,3700,39,66,12.9,16,7438,52,William Woods University,Missouri,MO,Private,4 Year,9700.0,24110,33810,24110,33810
522,Williams College,Yes,4186,1245,526,81,96,1988,29,19629,5790,500,1200,94,99,9.0,64,22014,99,Williams College,Massachusetts,MA,Private,4 Year,14500.0,55450,69950,55450,69950
523,Wilson College,Yes,167,130,46,16,50,199,676,11428,5084,450,475,67,76,8.3,43,10291,67,Wilson College,Pennsylvania,PA,Private,4 Year,11594.0,24595,36189,24595,36189
524,Winona State University,No,3325,2047,1301,20,45,5800,872,4200,2700,300,1200,53,60,20.2,18,5318,58,Winona State University,Minnesota,MN,Public,4 Year,9010.0,9425,18435,15348,24358
525,Winthrop University,No,2320,1805,769,24,61,3395,670,6400,3392,580,2150,71,80,12.8,26,6729,59,Winthrop University,South Carolina,SC,Public,4 Year,9312.0,15590,24902,29846,39158
526,Wisconsin Lutheran College,Yes,152,128,75,17,41,282,22,9100,3700,500,1400,48,48,8.5,26,8960,50,Wisconsin Lutheran College,Wisconsin,WI,Private,4 Year,10190.0,29725,39915,29725,39915
527,Wittenberg University,Yes,1979,1739,575,42,68,1980,144,15948,4404,400,800,82,95,12.8,29,10414,78,Wittenberg University,Ohio,OH,Private,4 Year,10356.0,39500,49856,39500,49856
528,Wofford College,Yes,1501,935,273,51,83,1059,34,12680,4150,605,1440,91,92,15.3,42,7875,75,Wofford College,South Carolina,SC,Private,4 Year,12685.0,43845,56530,43845,56530
529,Worcester Polytechnic Institute,Yes,2768,2314,682,49,86,2802,86,15884,5370,530,730,92,94,15.2,34,10774,82,Worcester Polytechnic Institute,Massachusetts,MA,Private,4 Year,14774.0,50530,65304,50530,65304
530,Xavier University,Yes,1959,1805,695,24,47,2849,1107,11520,4960,600,1250,73,75,13.3,31,9189,83,Xavier University,Ohio,OH,Private,4 Year,12780.0,38530,51310,38530,51310
531,Xavier University of Louisiana,Yes,2097,1915,695,34,61,2793,166,6900,4200,617,781,67,75,14.4,20,8323,49,Xavier University of Louisiana,Louisiana,LA,Private,4 Year,9047.0,24488,33535,24488,33535
532,Yale University,Yes,10705,2453,1317,95,99,5217,83,19840,6510,630,2115,96,96,5.8,49,40386,99,Yale University,Connecticut,CT,Private,4 Year,16000.0,53430,69430,53430,69430
533,York College of Pennsylvania,Yes,2989,1855,691,28,63,2988,1726,4990,3560,500,1250,75,75,18.1,28,4509,99,York College of Pennsylvania,Pennsylvania,PA,Private,4 Year,11200.0,20100,31300,20100,31300
